LeaveVote;edlevel;gender;age;hhincome;econPersonalRetro1;EuropeanIdentity;EnglishIdentity;BritishIdentity;female
0;5;1;57;4;3;4;4;6;0
0;3;2;39;5;3;3;1;2;1
0;5;1;56;5;4;7;5;5;0
1;1;1;70;3;3;3;7;5;0
0;4;2;28;4;2;5;5;5;1
0;2;2;43;4;4;5;7;7;1
0;4;2;44;4;3;7;2;5;1
0;5;2;37;7;3;6;3;4;1
0;5;2;39;3;2;2;6;6;1
0;4;1;38;2;3;4;4;4;0
0;4;1;37;8;3;5;3;3;0
0;4;2;52;2;3;4;7;7;1
0;4;2;37;7;2;5;7;7;1
1;3;1;39;5;4;4;4;4;0
1;2;2;44;4;3;1;7;7;1
0;1;2;40;3;2;5;7;7;1
0;3;2;37;4;3;5;6;6;1
1;2;2;46;3;3;4;7;4;1
1;4;2;36;4;3;3;6;6;1
0;2;1;56;4;3;5;7;6;0
0;2;2;55;2;4;4;5;5;1
0;2;2;51;1;3;4;7;6;1
0;2;2;45;3;3;1;7;7;1
0;4;2;46;7;2;7;5;7;1
0;5;2;32;7;3;6;2;4;1
1;5;1;52;1;3;3;4;5;0
1;5;2;40;7;4;1;7;7;1
0;3;2;58;3;2;5;7;7;1
0;4;1;56;5;3;5;1;4;0
0;5;2;41;4;3;4;4;4;1
0;4;2;31;8;3;5;5;5;1
1;4;2;82;4;2;1;7;7;1
1;3;2;38;6;3;3;7;6;1
1;1;1;55;5;2;1;7;4;0
1;4;1;49;5;4;1;7;5;0
0;4;1;31;3;2;6;6;6;0
0;4;2;74;4;2;5;7;7;1
0;5;2;27;6;2;3;7;7;1
0;5;2;32;7;4;3;4;5;1
1;1;2;62;2;3;1;7;7;1
0;3;1;56;6;3;5;7;7;0
0;4;1;43;4;1;5;5;5;0
1;4;1;40;3;3;7;7;7;0
0;4;2;59;4;2;3;6;5;1
1;2;1;37;4;3;6;6;6;0
0;3;1;34;3;2;5;5;5;0
0;5;2;49;8;3;6;6;6;1
0;5;1;40;5;3;5;3;5;0
1;3;1;28;3;1;4;7;1;0
0;4;2;47;3;4;2;7;7;1
0;3;2;42;4;3;5;7;6;1
0;4;1;52;7;3;4;3;6;0
0;4;2;66;4;3;3;3;6;1
1;4;1;58;3;3;4;4;6;0
0;4;1;31;7;4;4;7;7;0
0;0;1;59;2;2;4;7;7;0
1;2;2;47;4;3;3;7;5;1
1;3;1;77;4;2;1;7;7;0
0;3;1;60;6;3;7;1;1;0
1;2;2;52;4;3;2;7;7;1
0;4;1;44;7;3;4;7;7;0
1;3;1;29;4;1;4;4;4;0
1;4;1;53;8;2;7;7;7;0
1;2;1;63;8;3;4;7;7;0
0;4;1;64;3;3;6;7;7;0
0;3;1;49;5;3;6;7;6;0
0;4;1;36;7;4;4;5;6;0
1;3;1;39;4;4;2;5;7;0
1;2;1;54;4;3;3;4;7;0
1;4;1;50;8;4;1;2;3;0
1;4;2;41;4;3;1;7;7;1
1;3;1;67;4;3;4;7;7;0
1;2;2;69;3;2;2;7;7;1
0;4;2;66;3;2;6;3;6;1
0;2;2;75;2;3;7;7;7;1
0;4;2;71;4;2;5;3;3;1
0;3;1;57;4;3;4;3;4;0
0;4;2;75;4;3;1;7;7;1
0;5;1;46;5;1;5;4;5;0
1;4;2;67;2;3;1;7;7;1
1;2;1;50;6;3;1;7;7;0
1;3;2;47;2;2;3;6;6;1
0;3;1;55;3;2;4;7;6;0
1;3;1;60;3;5;1;7;7;0
1;4;2;41;6;3;1;7;1;1
1;4;2;67;4;3;2;6;6;1
0;3;1;36;2;2;5;7;7;0
0;4;2;44;4;1;3;5;6;1
1;4;2;74;4;4;1;7;7;1
1;4;1;43;2;3;1;7;7;0
0;3;1;32;4;1;4;7;4;0
1;1;2;48;6;4;3;7;7;1
0;3;1;42;4;3;4;4;4;0
1;2;1;75;4;4;4;6;6;0
1;4;2;52;6;4;4;5;5;1
0;5;2;49;5;3;6;5;5;1
1;2;2;75;4;3;1;1;7;1
0;4;2;45;6;2;3;1;4;1
1;2;1;65;5;4;1;7;7;0
1;4;1;55;3;1;2;7;6;0
1;2;2;70;2;3;1;7;7;1
1;3;1;54;3;4;3;5;6;0
1;2;1;48;3;3;2;7;7;0
1;4;1;50;5;4;4;7;6;0
1;2;1;51;3;3;5;6;4;0
1;4;1;38;5;3;3;6;6;0
1;1;2;67;4;2;3;7;7;1
1;3;1;69;5;2;5;6;7;0
1;2;1;61;5;3;3;5;5;0
1;3;1;37;2;1;1;1;4;0
1;3;2;47;1;3;1;7;7;1
0;2;1;47;4;2;5;5;5;0
0;4;2;36;5;3;3;6;6;1
1;4;1;51;4;3;1;7;7;0
0;2;2;52;5;3;4;7;5;1
1;4;1;47;5;1;1;7;1;0
0;3;2;65;6;3;5;1;4;1
0;4;2;56;4;2;6;4;4;1
1;3;1;34;3;4;2;4;5;0
0;4;2;43;2;3;5;5;5;1
1;3;2;58;4;4;1;7;7;1
1;0;2;54;5;2;4;7;7;1
0;5;2;30;3;5;7;7;7;1
1;4;2;32;2;3;5;7;7;1
0;4;2;33;4;3;7;1;4;1
1;2;2;49;3;2;7;7;7;1
1;3;2;38;2;2;2;7;7;1
1;4;2;48;5;4;2;4;6;1
0;4;1;53;4;4;4;5;5;0
1;4;2;67;4;3;2;7;5;1
1;3;2;50;4;2;5;7;7;1
1;4;2;38;2;3;2;7;7;1
0;2;1;37;2;4;4;6;4;0
1;2;2;59;5;4;3;7;4;1
1;3;2;68;2;2;1;1;7;1
0;4;2;44;4;3;7;7;7;1
1;4;2;51;4;1;3;7;7;1
0;2;2;53;2;4;7;7;7;1
0;3;1;48;7;4;5;5;4;0
1;3;2;31;3;2;4;7;7;1
1;5;1;39;4;4;5;5;6;0
0;2;1;62;2;2;5;6;6;0
0;5;1;36;7;3;6;4;5;0
0;2;2;31;1;3;5;6;6;1
0;5;1;35;5;3;3;6;7;0
1;2;1;45;3;4;3;7;5;0
0;2;1;37;1;2;6;7;6;0
1;2;2;68;3;5;7;7;7;1
0;4;2;36;5;1;3;7;6;1
0;4;2;30;4;2;6;6;5;1
0;4;1;40;2;2;5;1;5;0
1;4;2;68;2;2;1;6;6;1
0;3;1;66;4;3;5;7;6;0
0;5;1;66;7;2;7;1;7;0
1;2;1;38;4;3;4;7;7;0
0;5;1;70;7;3;7;2;6;0
0;4;2;32;4;4;5;7;6;1
1;5;1;38;8;3;2;4;7;0
0;5;2;68;4;2;6;6;6;1
0;5;2;35;5;3;7;6;5;1
1;4;2;62;2;2;4;7;7;1
0;3;2;32;5;3;5;6;6;1
0;2;1;53;3;3;3;7;7;0
0;4;1;56;1;2;2;5;7;0
1;3;2;56;3;1;2;7;7;1
1;2;2;51;6;2;3;6;5;1
1;2;2;54;3;2;1;7;7;1
0;3;1;42;3;4;3;6;6;0
0;3;2;58;3;3;7;7;7;1
0;4;2;50;3;4;5;7;6;1
0;5;2;53;8;3;6;7;6;1
0;2;1;45;1;3;3;7;5;0
1;4;2;72;4;3;2;7;7;1
1;1;2;43;3;2;1;7;7;1
1;2;2;67;4;2;1;7;7;1
0;5;2;41;8;4;2;5;7;1
1;4;1;66;5;3;5;6;7;0
1;3;1;45;3;2;3;7;4;0
0;2;2;59;4;3;3;7;6;1
0;4;2;41;7;4;5;1;5;1
1;2;2;35;4;1;3;7;7;1
1;4;1;27;3;4;4;6;6;0
0;5;1;54;2;4;4;6;5;0
1;5;1;41;4;3;2;5;3;0
1;2;2;62;4;3;2;7;5;1
0;2;2;64;4;2;4;7;7;1
1;2;2;68;4;3;4;7;7;1
1;3;2;59;3;3;1;7;6;1
0;4;2;42;5;4;1;7;5;1
0;4;2;51;5;3;6;7;6;1
0;5;1;58;4;3;7;4;4;0
1;4;2;61;5;3;4;5;6;1
0;4;2;49;8;4;5;7;7;1
0;4;2;39;5;2;3;5;5;1
1;4;1;55;8;3;3;7;7;0
1;4;1;64;3;2;1;7;7;0
1;0;2;62;3;2;1;1;7;1
1;3;1;48;5;2;1;7;6;0
1;2;2;61;4;3;2;7;7;1
0;4;2;47;5;3;4;6;6;1
0;0;2;73;5;5;7;7;7;1
0;5;2;34;4;3;3;1;5;1
1;2;2;45;4;4;2;7;7;1
0;3;2;31;4;3;1;7;4;1
0;5;2;29;7;4;6;5;7;1
1;1;1;47;5;3;3;7;6;0
0;5;1;43;7;3;6;5;6;0
0;2;2;44;8;3;1;7;7;1
1;4;1;37;6;2;4;6;4;0
1;3;1;38;3;2;1;7;7;0
0;2;1;39;4;3;5;7;7;0
0;4;1;57;6;3;6;1;5;0
1;2;2;48;4;2;1;7;3;1
1;2;1;34;2;3;4;7;7;0
0;4;1;44;7;2;6;5;6;0
0;4;2;34;6;3;7;1;3;1
1;4;2;37;3;2;1;1;7;1
1;2;1;56;5;4;1;7;5;0
0;4;2;70;7;3;5;6;5;1
0;4;2;46;8;3;7;4;4;1
0;3;2;44;2;2;5;5;5;1
1;4;2;45;6;1;1;7;7;1
0;3;2;54;3;4;4;7;7;1
0;4;1;34;4;3;2;2;2;0
0;5;2;33;4;3;2;2;2;1
0;4;2;48;1;2;4;4;5;1
0;4;1;55;7;3;4;6;5;0
1;4;1;56;5;3;3;5;6;0
1;3;2;65;4;3;3;6;6;1
1;0;2;71;2;3;4;6;6;1
0;3;2;52;4;3;7;1;1;1
0;3;2;31;6;5;5;5;5;1
1;0;1;64;1;2;2;1;5;0
1;5;2;52;4;1;2;7;7;1
1;5;2;65;6;3;1;7;7;1
1;5;1;59;4;3;1;7;7;0
1;4;1;51;7;3;3;7;6;0
1;2;2;66;3;4;1;7;7;1
0;4;2;60;2;1;7;7;7;1
1;5;2;32;5;1;4;7;7;1
0;2;2;59;4;2;4;7;6;1
1;2;2;59;2;3;3;6;6;1
1;2;2;35;4;3;2;7;5;1
0;1;2;48;2;1;2;6;6;1
0;4;1;36;3;3;4;6;6;0
1;2;1;35;5;3;2;4;6;0
1;3;1;66;3;4;1;7;7;0
0;5;2;29;5;2;2;2;2;1
1;0;2;71;4;3;1;7;7;1
1;3;1;35;4;3;4;1;5;0
0;2;1;48;6;3;2;7;7;0
1;4;1;45;7;5;1;7;7;0
0;1;1;59;2;2;3;7;5;0
0;2;2;47;1;2;2;1;5;1
1;3;1;55;7;1;1;7;1;0
1;4;1;49;7;5;2;7;7;0
1;2;2;63;2;2;2;7;6;1
0;4;2;68;4;3;4;6;6;1
1;3;1;53;3;2;1;1;4;0
0;4;2;32;6;4;3;3;5;1
1;2;2;55;1;3;3;7;7;1
1;4;1;53;2;4;2;7;7;0
1;4;2;62;4;3;1;7;7;1
1;3;1;59;6;4;5;7;7;0
1;4;1;66;8;3;2;7;7;0
1;2;2;59;4;3;3;7;7;1
1;5;2;44;5;3;5;7;7;1
1;2;2;63;2;3;4;6;7;1
0;4;2;42;3;2;4;7;7;1
0;3;2;48;3;3;5;4;6;1
0;4;1;56;4;3;4;4;7;0
1;4;1;34;4;2;4;3;6;0
1;4;1;55;4;4;2;1;7;0
1;2;2;42;4;3;2;6;6;1
1;3;1;55;5;4;3;5;6;0
1;2;1;52;5;1;2;7;7;0
0;2;1;71;3;3;4;6;7;0
1;4;2;45;4;2;3;5;5;1
0;3;1;64;3;4;7;7;7;0
1;2;1;75;4;3;1;7;3;0
0;2;1;54;4;5;2;7;2;0
0;4;2;56;5;3;5;5;5;1
0;4;1;43;8;3;3;6;5;0
1;3;2;52;6;2;3;7;7;1
0;4;2;31;7;3;2;6;6;1
1;2;2;56;8;1;1;5;5;1
0;3;1;36;5;4;4;6;6;0
0;4;1;33;6;4;4;6;6;0
1;4;1;59;2;1;4;7;7;0
1;2;2;70;4;3;2;7;7;1
0;2;2;33;4;3;5;4;4;1
1;3;1;50;7;2;1;6;4;0
0;4;2;67;5;3;5;5;7;1
1;3;1;47;5;2;1;7;7;0
0;3;1;46;6;3;3;6;5;0
0;4;2;61;7;2;5;1;2;1
1;0;2;54;2;2;2;6;7;1
1;4;1;50;4;4;3;7;5;0
0;3;2;58;4;3;4;7;4;1
1;4;1;47;2;3;1;1;1;0
1;5;1;53;6;3;1;7;7;0
1;5;1;52;6;3;6;5;6;0
1;2;1;74;3;2;3;7;7;0
0;4;1;46;4;3;5;7;7;0
1;4;2;35;3;5;2;6;6;1
1;4;2;53;4;3;3;7;7;1
1;2;1;55;4;3;1;7;5;0
0;4;2;60;6;2;3;1;7;1
1;1;1;49;2;1;1;7;7;0
1;2;1;56;4;3;1;7;7;0
1;2;1;78;5;3;3;7;7;0
0;2;1;57;5;3;4;6;6;0
0;4;1;50;2;1;7;3;7;0
1;0;2;61;2;3;1;4;4;1
1;4;2;51;3;3;1;6;6;1
0;5;2;28;4;4;5;5;6;1
0;2;1;49;6;3;2;7;4;0
1;3;2;29;4;2;1;7;7;1
0;4;1;44;4;2;7;7;7;0
1;1;1;57;6;3;2;7;4;0
1;2;1;71;4;3;4;1;7;0
0;4;2;27;4;3;5;4;4;1
0;4;2;58;6;3;4;5;5;1
1;4;2;32;7;2;4;4;6;1
1;1;2;62;3;1;1;7;7;1
1;3;1;77;4;3;2;6;7;0
0;5;2;45;7;3;5;4;6;1
1;3;2;32;4;3;1;7;7;1
0;4;1;41;4;3;7;7;7;0
0;4;2;53;2;3;4;5;5;1
1;3;1;50;7;3;4;7;7;0
0;4;2;39;7;3;7;6;4;1
1;5;2;77;5;4;5;6;7;1
0;4;1;48;5;3;3;7;7;0
1;2;1;55;4;1;7;7;7;0
1;3;2;28;3;4;2;6;6;1
0;4;2;50;2;3;4;7;7;1
1;3;2;48;7;3;4;4;6;1
0;5;2;28;3;3;5;6;6;1
0;4;1;46;4;2;3;4;4;0
1;0;2;70;4;3;1;7;1;1
0;4;2;28;7;3;6;5;6;1
1;4;2;29;3;4;6;5;5;1
1;4;2;66;4;2;1;7;7;1
1;4;1;55;4;2;2;4;7;0
0;4;2;31;5;3;6;6;6;1
0;4;2;54;8;3;5;5;5;1
0;4;1;45;4;3;4;6;6;0
0;4;1;31;3;1;6;6;6;0
1;3;2;55;4;3;7;7;7;1
1;4;2;51;1;2;4;7;6;1
0;5;1;48;8;2;4;4;4;0
0;4;1;35;4;4;3;2;3;0
1;1;2;49;1;2;2;7;7;1
1;2;2;71;7;4;3;6;5;1
0;2;2;62;5;3;4;3;5;1
0;4;1;52;7;4;5;5;6;0
1;2;2;64;2;2;2;7;7;1
1;4;2;27;5;3;3;7;7;1
0;3;1;66;4;3;7;7;7;0
1;2;2;63;2;3;2;6;6;1
1;3;1;51;4;4;1;7;7;0
1;3;1;44;7;5;1;7;1;0
1;4;2;48;4;2;1;7;2;1
0;4;1;77;4;3;7;1;3;0
0;2;2;48;7;3;4;7;7;1
0;3;2;37;3;4;3;6;5;1
1;4;2;57;2;3;3;7;1;1
0;4;2;39;7;3;3;7;6;1
1;1;1;47;7;2;1;7;7;0
0;4;2;56;6;4;6;4;6;1
0;4;1;45;4;3;5;7;7;0
0;3;1;47;8;4;6;7;7;0
1;2;1;53;5;4;4;6;6;0
1;0;2;44;2;3;3;7;4;1
0;4;2;29;4;2;3;6;6;1
0;2;1;76;2;3;7;7;7;0
1;4;1;65;5;4;5;7;5;0
0;4;1;60;8;2;5;7;7;0
0;5;2;36;4;2;7;4;7;1
1;2;2;64;4;3;4;7;7;1
0;5;1;27;3;2;6;4;4;0
1;2;2;62;2;3;2;6;6;1
1;2;1;49;4;4;2;4;6;0
1;2;1;43;3;2;5;6;6;0
1;2;2;63;4;4;3;7;5;1
1;4;2;43;5;3;1;6;6;1
1;2;2;64;3;4;2;7;7;1
0;4;1;75;3;3;6;4;5;0
1;0;2;30;2;3;5;5;5;1
1;4;2;32;4;3;5;6;6;1
1;3;2;27;5;3;3;6;5;1
0;2;1;33;1;3;2;6;6;0
1;2;2;31;4;3;3;6;5;1
0;3;1;42;7;3;3;6;3;0
1;4;1;38;5;2;4;1;7;0
1;5;1;56;6;3;1;7;7;0
1;2;2;55;3;2;1;7;7;1
0;4;2;36;3;4;5;2;5;1
0;4;1;52;7;2;5;5;6;0
1;2;2;35;4;2;2;5;5;1
0;5;1;59;5;3;5;5;6;0
0;4;1;54;2;3;5;5;5;0
0;2;2;30;1;4;4;1;4;1
1;3;2;57;6;3;1;7;7;1
0;4;1;31;3;2;3;4;7;0
1;5;2;28;4;3;3;6;5;1
0;3;1;31;7;3;1;1;7;0
1;2;2;72;4;2;4;7;7;1
1;4;2;69;1;2;3;6;6;1
0;3;2;44;4;3;4;7;4;1
0;3;1;29;3;4;3;5;5;0
1;3;1;69;4;3;1;7;7;0
1;5;1;75;6;3;2;7;5;0
1;4;1;69;2;3;2;7;6;0
1;5;2;66;4;2;3;6;6;1
0;5;2;30;1;3;5;1;5;1
1;4;2;60;2;3;4;7;6;1
1;2;2;42;4;4;3;5;5;1
1;3;1;48;7;4;1;7;4;0
0;4;1;81;5;3;4;7;7;0
1;4;2;63;4;2;1;7;5;1
0;4;2;44;4;4;1;4;4;1
1;0;2;65;4;3;1;7;7;1
0;5;2;71;4;2;2;6;5;1
0;3;2;53;3;3;5;4;7;1
1;0;2;58;3;3;1;5;7;1
0;3;2;55;3;2;2;7;3;1
0;4;2;47;7;2;5;6;6;1
1;2;1;33;4;3;4;4;4;0
0;4;2;58;7;3;1;7;7;1
0;3;2;31;4;3;5;6;5;1
1;0;2;65;4;2;4;7;7;1
1;2;2;67;2;3;2;7;7;1
0;4;1;63;4;3;5;4;4;0
1;3;2;62;2;2;1;7;7;1
1;0;1;76;4;3;2;7;4;0
1;2;1;39;4;4;2;7;7;0
0;4;2;34;2;3;5;5;5;1
1;4;1;48;4;3;2;7;7;0
1;4;1;27;4;4;4;4;4;0
1;2;1;43;1;3;1;7;7;0
1;1;2;62;4;3;1;7;6;1
1;3;1;39;4;2;1;5;6;0
1;4;2;46;7;3;4;5;6;1
0;4;2;39;4;4;5;1;6;1
0;2;1;31;4;3;5;6;5;0
1;2;2;45;4;2;1;7;7;1
1;2;2;53;5;3;4;7;7;1
0;1;2;51;3;3;6;7;7;1
0;4;1;51;1;1;7;7;7;0
0;3;2;26;3;4;1;1;7;1
1;2;2;69;4;3;1;7;5;1
1;0;2;73;1;1;4;7;7;1
1;2;2;58;4;1;7;7;7;1
0;5;1;38;8;5;7;6;6;0
1;4;2;46;5;3;2;5;5;1
1;2;2;53;6;4;1;7;7;1
0;4;2;51;4;3;1;6;6;1
1;2;1;47;7;3;1;6;7;0
1;4;2;47;3;2;1;4;7;1
0;2;1;44;3;3;3;5;5;0
1;1;2;64;4;3;3;1;6;1
1;3;1;55;2;3;2;7;6;0
0;3;2;63;3;3;3;6;6;1
1;3;2;30;3;3;3;7;7;1
0;0;2;66;2;2;2;7;7;1
0;4;2;50;6;3;3;5;6;1
0;1;2;53;3;4;5;6;6;1
1;4;1;46;4;4;1;7;2;0
0;4;1;57;3;2;5;5;5;0
1;3;1;61;3;2;3;6;6;0
0;2;2;53;4;4;4;6;6;1
1;2;2;61;7;5;3;7;7;1
0;2;1;45;5;3;7;7;7;0
1;2;2;58;3;2;1;7;2;1
0;3;2;27;7;4;7;7;7;1
1;2;1;49;6;3;2;7;7;0
1;2;2;68;4;3;2;7;7;1
1;4;1;61;7;3;4;7;5;0
1;4;2;24;8;4;3;5;6;1
0;5;2;36;4;3;6;5;5;1
1;1;2;56;1;2;1;7;7;1
0;4;2;39;4;3;4;2;3;1
0;3;1;34;6;4;2;7;7;0
0;5;2;58;4;1;4;4;4;1
1;2;2;27;7;4;1;7;7;1
0;3;1;54;6;4;3;7;7;0
1;3;1;65;2;3;1;7;7;0
1;4;2;69;4;3;3;7;7;1
1;2;2;68;4;3;1;7;7;1
1;1;1;32;8;5;1;7;4;0
0;2;2;71;4;3;7;7;7;1
1;0;1;80;2;2;2;7;7;0
1;2;1;59;3;2;2;7;7;0
0;4;1;60;8;4;4;7;6;0
0;4;1;59;8;3;5;7;6;0
1;3;2;64;3;3;4;5;5;1
0;4;2;78;3;3;5;6;7;1
1;3;1;58;2;2;2;6;5;0
1;0;2;64;3;4;1;7;7;1
0;4;2;56;7;3;4;7;7;1
1;2;1;49;4;2;1;7;3;0
0;4;2;62;6;3;6;6;6;1
0;1;1;50;4;2;7;7;7;0
1;0;2;60;5;3;1;7;7;1
0;2;1;62;1;3;4;7;7;0
1;1;1;59;1;1;1;7;7;0
0;3;2;29;6;4;3;6;6;1
1;3;2;29;2;3;6;7;7;1
1;5;1;79;7;3;2;7;7;0
1;3;1;55;5;4;2;7;7;0
0;2;2;82;4;3;4;1;7;1
1;4;1;68;3;3;4;5;6;0
1;3;1;64;6;2;1;7;7;0
0;4;2;49;7;3;6;6;6;1
0;1;1;27;3;2;4;6;6;0
1;4;1;36;7;3;3;7;7;0
1;3;1;67;2;3;5;6;7;0
0;4;2;27;5;3;3;4;5;1
1;0;2;60;4;3;3;7;6;1
0;5;2;30;4;4;5;4;6;1
1;5;2;56;7;5;4;2;4;1
1;3;2;63;3;3;4;7;7;1
0;4;2;59;5;3;4;7;7;1
1;2;1;63;4;3;1;7;5;0
0;2;1;45;4;3;4;1;5;0
0;4;2;39;2;2;4;6;6;1
0;4;2;32;5;2;2;7;7;1
0;4;2;28;4;4;5;6;6;1
1;1;2;69;2;4;1;6;6;1
1;2;2;65;2;2;2;5;6;1
1;2;2;31;7;3;2;6;6;1
0;0;1;55;6;3;3;7;7;0
1;0;2;65;2;3;2;7;7;1
0;2;2;47;4;2;6;7;7;1
1;2;2;49;4;3;7;7;7;1
1;3;1;51;5;1;1;5;7;0
1;1;2;52;4;2;1;7;1;1
1;2;2;58;3;3;3;7;7;1
1;3;1;54;3;4;4;7;7;0
0;1;2;35;4;2;4;6;6;1
1;1;2;55;3;3;1;7;7;1
1;3;1;61;4;3;2;7;6;0
1;0;1;54;3;3;1;7;7;0
0;4;2;58;3;1;7;4;4;1
1;0;2;69;2;3;1;7;7;1
0;4;2;56;6;4;6;6;6;1
1;2;1;45;4;4;1;7;7;0
0;5;1;32;6;3;4;4;5;0
1;2;2;68;3;1;1;7;7;1
1;2;1;38;3;3;1;7;7;0
0;2;2;65;4;3;4;7;7;1
0;4;1;48;7;3;4;4;5;0
0;3;2;58;5;4;5;7;7;1
0;2;1;48;2;3;3;5;6;0
1;3;1;38;4;1;3;4;5;0
1;5;2;62;3;3;4;7;7;1
0;3;1;51;7;5;3;7;7;0
1;2;1;51;4;2;1;1;5;0
1;2;1;54;5;3;1;7;7;0
1;2;1;70;2;1;1;7;7;0
0;4;1;37;6;4;2;7;3;0
0;2;2;62;4;3;7;4;7;1
1;5;2;69;4;3;1;4;7;1
0;3;2;60;4;3;5;7;7;1
1;4;2;41;7;2;2;1;6;1
1;4;2;39;4;3;1;7;7;1
0;5;1;52;7;4;7;6;6;0
0;4;2;49;4;3;5;6;6;1
0;4;2;32;4;4;6;5;7;1
1;0;2;73;2;2;1;7;7;1
1;2;1;74;4;2;4;7;7;0
1;3;2;67;4;4;1;7;7;1
0;3;2;52;4;3;7;7;7;1
0;4;2;64;6;4;4;7;5;1
1;2;2;42;1;3;1;7;5;1
0;3;1;48;4;2;5;7;6;0
1;2;1;51;4;2;1;7;2;0
1;4;2;61;4;3;3;4;7;1
1;4;1;44;6;3;3;4;5;0
0;4;1;24;3;2;4;1;5;0
0;4;2;34;4;2;4;6;5;1
0;4;2;33;7;3;5;5;5;1
1;3;2;46;3;5;1;7;7;1
1;5;2;38;6;3;2;7;7;1
0;4;2;41;2;2;4;4;4;1
1;0;1;69;2;2;1;7;5;0
0;4;2;31;4;4;2;4;7;1
0;2;1;67;4;2;6;4;7;0
1;4;2;58;4;4;4;6;6;1
1;4;2;36;3;1;1;4;7;1
0;0;1;68;3;4;4;6;6;0
1;2;2;69;3;3;4;7;7;1
0;2;2;43;7;3;6;7;7;1
0;2;2;53;2;3;4;6;6;1
1;2;2;61;3;3;6;1;7;1
0;4;1;41;7;3;5;7;7;0
1;3;1;62;1;2;3;7;7;0
1;4;2;58;5;3;5;6;6;1
1;4;1;64;7;4;1;7;5;0
1;3;2;42;3;1;1;7;4;1
1;3;2;39;3;3;2;7;4;1
1;0;1;41;4;3;4;7;5;0
1;5;2;31;4;3;3;7;5;1
0;2;1;44;3;5;4;6;6;0
0;4;2;41;6;2;2;2;5;1
0;4;2;41;4;2;3;7;6;1
1;2;1;51;6;2;2;5;5;0
0;5;1;69;4;3;6;6;6;0
0;4;2;34;5;2;3;6;6;1
0;3;1;38;4;3;4;6;7;0
0;4;1;48;6;4;7;7;7;0
1;0;2;72;2;3;1;7;6;1
1;3;2;68;1;4;1;7;7;1
0;4;2;40;5;3;5;7;6;1
1;2;2;54;4;3;2;7;7;1
0;3;1;69;3;3;4;7;6;0
1;3;1;32;4;3;1;7;4;0
0;5;2;61;6;3;6;1;5;1
1;0;2;70;3;5;1;7;7;1
0;2;1;59;2;2;2;7;7;0
1;1;2;36;5;3;4;1;5;1
0;3;1;30;4;3;6;6;6;0
0;4;2;23;4;1;3;4;4;1
1;1;2;47;6;3;3;7;7;1
0;2;2;47;6;1;6;6;6;1
1;3;2;45;2;2;3;6;6;1
1;3;1;37;5;2;5;7;7;0
1;4;2;69;4;5;1;7;6;1
0;2;2;32;2;3;5;7;7;1
1;4;2;33;4;2;5;2;6;1
1;4;1;45;5;2;4;6;6;0
1;2;1;49;5;3;5;1;7;0
1;2;2;38;2;3;1;7;4;1
1;4;2;34;5;3;1;7;6;1
0;3;2;67;2;3;5;7;5;1
0;4;1;31;4;4;3;6;5;0
0;4;1;70;4;2;7;7;7;0
0;5;1;38;5;2;5;5;6;0
0;4;1;27;4;4;2;7;6;0
1;1;1;32;3;3;6;3;5;0
1;5;1;25;4;5;1;4;7;0
0;5;2;24;4;3;5;5;5;1
0;4;2;69;4;4;3;5;6;1
1;3;1;46;4;3;6;7;7;0
0;3;2;42;5;3;6;6;6;1
1;2;2;71;5;2;4;7;7;1
0;4;1;44;6;3;4;5;5;0
1;2;1;57;4;3;1;7;7;0
0;2;1;39;2;2;6;2;6;0
1;2;1;55;3;3;1;7;5;0
1;4;1;37;7;4;2;6;5;0
1;3;1;36;4;3;1;7;7;0
0;4;2;25;4;2;7;7;7;1
0;4;1;24;2;2;7;7;7;0
0;5;2;30;5;3;5;6;6;1
1;4;2;36;2;3;5;5;5;1
1;3;1;40;4;3;5;5;5;0
0;4;1;55;6;2;3;4;6;0
1;3;2;38;4;1;3;7;6;1
0;5;2;31;4;2;2;3;5;1
1;3;2;53;2;3;2;6;6;1
0;2;2;54;4;2;7;7;7;1
1;2;2;58;4;3;1;1;7;1
0;4;1;42;6;2;3;1;4;0
0;3;1;50;7;5;5;7;7;0
0;4;2;26;4;4;5;5;5;1
0;0;2;60;1;2;5;5;5;1
0;0;2;58;4;3;1;7;3;1
1;4;1;34;5;3;3;6;6;0
0;4;2;40;4;3;6;6;6;1
0;1;2;51;3;3;2;7;7;1
0;5;1;42;3;1;5;6;6;0
1;2;2;51;4;2;1;7;7;1
0;4;2;28;6;4;3;6;5;1
0;2;2;33;2;5;7;6;5;1
1;2;1;49;3;4;4;6;5;0
0;3;2;32;4;3;4;4;5;1
0;4;1;36;6;3;3;6;6;0
0;2;2;37;6;3;4;7;7;1
1;4;1;24;3;4;2;6;7;0
1;4;2;39;4;2;4;6;6;1
1;3;2;54;1;2;1;7;7;1
1;2;2;43;4;4;3;7;7;1
1;4;1;73;5;3;1;7;7;0
1;3;2;40;4;3;3;3;2;1
1;2;2;31;4;4;2;7;7;1
0;4;1;37;2;3;7;1;7;0
1;2;1;47;5;3;2;6;6;0
1;2;2;67;2;3;1;7;5;1
0;3;2;37;5;4;4;6;6;1
0;4;1;27;4;3;5;5;3;0
1;3;2;31;6;3;1;7;4;1
1;2;2;36;4;3;1;7;7;1
0;5;2;25;5;4;4;4;5;1
